t,euler1,euler2,heun1,heun2
0.0,1,1,1,1
0.00625,1.0125,1.02446875,1.01245859375,1.02370859375
0.0125,1.0249019140625,1.0488247897460938,1.0248333415582274,1.0473324099176025
0.018750000000000003,1.037204826880005,1.0730662306377634,1.0371232186195196,1.0708694921148834
0.025,1.0494078323861527,1.0971911957159426,1.0493272071572162,1.0943178911367206
0.03125,1.0615100338202215,1.1211978198051922,1.0614442965074455,1.1176756651222164
0.037500000000000006,1.0735105437907937,1.1450842496547375,1.0734734832028225,1.1409408797155107
0.043750000000000004,1.0854084843385698,1.1688486440783579,1.0854137710555494,1.1641116082259737
0.05,1.0972029869983315,1.1924891740931174,1.0972641712399145,1.187185931787763
0.05625,1.1088931928600465,1.2160040230569273,1.1090237023741811,1.210161939518733
0.0625,1.1204782526291133,1.23939138680493,1.1206913906018603,1.233037728678683
0.06875,1.131957326685741,1.2626494737846938,1.1322662696723589,1.2558114048269315
0.07500000000000001,1.14332958514346,1.2857765051902095,1.1437473810210002,1.278481081979202
0.08125,1.1545942079067597,1.3087707150946786,1.1551337738484055,1.3010448827638108
0.08750000000000001,1.165750384727851,1.3316303505820846,1.1664245051992348,1.3235009385771386
0.09375,1.1767973152625466,1.3543536718775355,1.1776186400402764,1.3458473897383783
0.1,1.1877342091252598,1.376938952476371,1.188715251337881,1.3680823856435425
0.10625000000000001,1.1985602859431146,1.3993844792720227,1.1997134201347335,1.3902040849187205
0.1125,1.2092747754091642,1.4216885526826188,1.2106122356259554,1.4122106555725698
0.11875000000000001,1.219876917334718,1.4438494867763267,1.221410795234533,1.4341002751480307
0.125,1.2303659617007676,1.4658656093954199,1.2321082046860627,1.4558711308732524
0.13125,1.240741168708516,1.487735262279064,1.2427035780828104,1.477521419811716
0.1375,1.2510018088289983,1.509456801184813,1.2531960379770763,1.499049349011543
0.14375000000000002,1.2611471628517996,1.5310285960088041,1.26358471544386,1.5204531356539779
0.15000000000000002,1.2711765219328608,1.5524490309046466,1.2738687501528194,1.54173100720103
0.15625,1.281089187641371,1.5737165044009935,1.284047290439519,1.5628812015422653
0.1625,1.2908844720057462,1.5948294295177905,1.2941194933759599,1.5839019671407348
0.16875,1.3005616975586871,1.6157862338811897,1.3040845248403854,1.6047915631780258
0.17500000000000002,1.3101201973813175,1.6365853598371254,1.3139415595863586,1.6255482596984268
0.18125000000000002,1.319559315146398,1.6572252645635404,1.323689781311105,1.6461703377521923
0.1875,1.3288784051606137,1.677704420181256,1.3333283827231133,1.6666560895378968
0.19375,1.3380768324059327,1.6980213138634799,1.342856565608991,1.6870038185438643
0.2,1.3471539725800339,1.7181744479439394,1.3522735408995676,1.7072118396886642
0.20625000000000002,1.3561092121358014,1.73816234002364,1.361578528735241,1.7272784794606597
0.21250000000000002,1.3649419483198824,1.7579835230762353,1.370770758530561,1.7472020760565987
0.21875,1.3736515892103083,1.777636545552005,1.3798494690380443,1.766980979519234
0.225,1.3822375537531761,1.7971199714804325,1.3888139084112172,1.786613551873964
0.23125,1.3906992717983866,1.8164323805713751,1.397663334266879,1.8060981672644805
0.23750000000000002,1.3990361841344405,1.8355723683148215,1.4063970137465813,1.8254332120874115
0.24375000000000002,1.407247742522288,1.8545385460792279,1.4150142235773204,1.8446170851259518
0.25,1.4153334097282315,1.8733295412084272,1.4235142501314335,1.8636481976824657
0.25625000000000003,1.4232926595558804,1.891943997117106,1.4318963894856975,1.8825249737100547
0.2625,1.4311249768771528,1.9103805733848398,1.440159947479624,1.901245849943075
0.26875,1.4388298576623288,1.9286379458486853,1.4483042397729458,1.9198092760266003
0.275,1.446406809009148,1.9467148066943183,1.4563285919022895,1.9382137146448115
0.28125,1.4538553491709525,1.9646098645457148,1.4642323393370311,1.9564576416483086
0.28750000000000003,1.4611750075838756,1.98232184455337,1.4720148275343288,1.974539546180333
0.29375,1.4683653248930724,1.9998494884810452,1.4796754119933277,1.9924579308018866
0.30000000000000004,1.4754258529779913,2.0171915547910446,1.4872134583085346,2.010211311615742
0.30625,1.4823561549766888,2.0343468187280065,1.494628342222355,2.02779821838933
0.3125,1.489155805309182,2.051314072401214,1.501919449676791,2.0452171946764954
0.31875000000000003,1.495824389699841,2.068092124865414,1.509086176864294,2.062466797938112
0.325,1.5023615051988206,2.0846798022001383,1.5161279302777682,2.0795455996615457
0.33125000000000004,1.5087667602025279,2.101075947587529,1.523044126759722,2.096452185478954
0.3375,1.515039774473128,2.117279421388655,1.529834193550561,2.1131851552844183
0.34375,1.5211801791570871,2.1332891012183204,1.5364975683360218,2.1297431233498902
0.35000000000000003,1.5271876168027496,2.1491038820183603,1.5430336992937386,2.1461247184399515
0.35625,1.5330617413769523,2.1647226761294154,1.549442045138942,2.1623285839253703
0.36250000000000004,1.5388022182806744,2.1801444133611865,1.5557220751692855,2.17835337789545
0.36875,1.544408724363722,2.1953680410611605,1.5618732693087956,2.194197773269159
0.375,1.5498809479384479,2.210392524181807,1.5678951181509404,2.209860457905031
0.38125000000000003,1.5552185887925072,2.22521684534624,1.573787123000817,2.2253401347098305
0.3875,1.5604213582006468,2.2398400049123417,1.579548795916449,2.240635521745968
0.39375000000000004,1.5654889789355313,2.2542610210353433,1.5851796597491963,2.255745352337665
0.4,1.5704211852776044,2.268478929728863,1.5906792481832697,2.2706683751758523
0.40625,1.5752177230239852,2.2824927849243926,1.596047105774348,2.2854033544217955
0.41250000000000003,1.5798783494964015,2.2963016585292375,1.6012827879872955,2.299949069809441
0.41875,1.5844028335481588,2.3099046404828947,1.606385861232976,2.3143043167464703
0.42500000000000004,1.5887909555701476,2.3233008388118805,1.6113559029041598,2.328467906414058
0.43125,1.5930425074958876,2.336489379682993,1.6161925014105218,2.3424386658653225
0.4375,1.5971572928056101,2.349469407455014,1.6208952562127272,2.3562154381224643
0.44375000000000003,1.6011351265293805,2.362240084728847,1.6254637778556018,2.3697970822725782
0.45,1.6049758352492591,2.3748005923960807,1.6298976880003841,2.383182473562138
0.45625000000000004,1.6086792571005049,2.387150129685992,1.634196619456058,2.396370503490142
0.4625,1.6122452417718196,2.3992879142109693,1.6383602162097601,2.409360079899913
0.46875,1.6156736505046354,2.4112131820103655,1.642388133456264,2.4221501270695436
0.47500000000000003,1.6189643560914466,2.422925187592774,1.6462800376265343,2.434739585800983
0.48125,1.6221172428731865,2.434423203976726,1.650035606415351,2.4471274135077508
0.48750000000000004,1.625132206735651,2.4457065227298114,1.6536545288080013,2.4593125843012813
0.49375,1.628009155104971,2.456774454006216,1.6571365051060356,2.4712940890758794
0.5,1.6307480069421316,2.4676263265826788,1.6604812469520873,2.4830709355922895
0.50625,1.6333486927365466,2.4782614878928646,1.6636884773537526,2.4946421485598678
0.5125000000000001,1.6358111544986818,2.4886793040601547,1.6667579307065292,2.506006769717349
0.51875,1.638135345751734,2.4988791599288493,1.6696893528158125,2.5171638579122053
